"","region","electores","percent_participacion","votos_emitidos","votos_validos","organizacion_politica","tipo_organizacion_politica","votos","percent_votos","year","vuelta"
"194","JUNIN",774714,0.83085,643675,517490,"FRENTE PATRIOTA PERUANO","MOVIMIENTO REGIONAL",6095,0.01178,"2010","1"
"195","JUNIN",774714,0.83085,643675,517490,"CAMBIO 90","PARTIDO POLÍTICO",2402,0.00464,"2010","1"
"196","JUNIN",774714,0.83085,643675,517490,"VOTOS EN BLANCO",NA,68680,NA,"2010","1"
"197","JUNIN",774714,0.83085,643675,517490,"VOTOS NULOS",NA,57505,NA,"2010","1"
"198","LA LIBERTAD",1098318,0.8551,939177,752895,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",286607,0.38067,"2010","1"
"199","LA LIBERTAD",1098318,0.8551,939177,752895,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",270505,0.35929,"2010","1"
"200","LA LIBERTAD",1098318,0.8551,939177,752895,"SUMATE - PERU POSIBLE","ALIANZA ELECTORAL",96413,0.12806,"2010","1"
"201","LA LIBERTAD",1098318,0.8551,939177,752895,"FUERZA 2011","PARTIDO POLÍTICO",28081,0.0373,"2010","1"
"202","LA LIBERTAD",1098318,0.8551,939177,752895,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",24425,0.03244,"2010","1"
"203","LA LIBERTAD",1098318,0.8551,939177,752895,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",23882,0.03172,"2010","1"
"204","LA LIBERTAD",1098318,0.8551,939177,752895,"PARTIDO DESCENTRALISTA FUERZA SOCIAL","PARTIDO POLÍTICO",13203,0.01754,"2010","1"
"205","LA LIBERTAD",1098318,0.8551,939177,752895,"ACCION POPULAR","PARTIDO POLÍTICO",9779,0.01299,"2010","1"
"206","LA LIBERTAD",1098318,0.8551,939177,752895,"VOTOS EN BLANCO",NA,110182,NA,"2010","1"
"207","LA LIBERTAD",1098318,0.8551,939177,752895,"VOTOS NULOS",NA,76100,NA,"2010","1"
"208","LAMBAYEQUE",771685,0.86741,669366,527009,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",151147,0.2868,"2010","1"
"209","LAMBAYEQUE",771685,0.86741,669366,527009,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",100775,0.19122,"2010","1"
"210","LAMBAYEQUE",771685,0.86741,669366,527009,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",72846,0.13823,"2010","1"
"211","LAMBAYEQUE",771685,0.86741,669366,527009,"CONTIGO LAMBAYEQUE","MOVIMIENTO REGIONAL",51883,0.09845,"2010","1"
"212","LAMBAYEQUE",771685,0.86741,669366,527009,"FUERZA 2011","PARTIDO POLÍTICO",40843,0.0775,"2010","1"
"213","LAMBAYEQUE",771685,0.86741,669366,527009,"AMISTAD SOLIDARIA INDEPENDIENTE","MOVIMIENTO REGIONAL",37732,0.0716,"2010","1"
"214","LAMBAYEQUE",771685,0.86741,669366,527009,"ACCION POPULAR","PARTIDO POLÍTICO",16734,0.03175,"2010","1"
"215","LAMBAYEQUE",771685,0.86741,669366,527009,"MOVIMIENTO TIERRA Y LIBERTAD LAMBAYEQUE","MOVIMIENTO REGIONAL",12590,0.02389,"2010","1"
"216","LAMBAYEQUE",771685,0.86741,669366,527009,"PERU POSIBLE","PARTIDO POLÍTICO",11772,0.02234,"2010","1"
"217","LAMBAYEQUE",771685,0.86741,669366,527009,"BLOQUE POPULAR LAMBAYEQUE","MOVIMIENTO REGIONAL",10218,0.01939,"2010","1"
"218","LAMBAYEQUE",771685,0.86741,669366,527009,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",6177,0.01172,"2010","1"
"219","LAMBAYEQUE",771685,0.86741,669366,527009,"FONAVISTAS DEL PERU","PARTIDO POLÍTICO",5177,0.00982,"2010","1"
"220","LAMBAYEQUE",771685,0.86741,669366,527009,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",4083,0.00775,"2010","1"
"221","LAMBAYEQUE",771685,0.86741,669366,527009,"MOVIMIENTO REGIONAL POR TI LAMBAYEQUE","MOVIMIENTO REGIONAL",2853,0.00541,"2010","1"
"222","LAMBAYEQUE",771685,0.86741,669366,527009,"MOVIMIENTO REGIONAL LAMBAYECANO PODER PARA TODOS","MOVIMIENTO REGIONAL",2179,0.00413,"2010","1"
"223","LAMBAYEQUE",771685,0.86741,669366,527009,"VOTOS EN BLANCO",NA,68062,NA,"2010","1"
"224","LAMBAYEQUE",771685,0.86741,669366,527009,"VOTOS NULOS",NA,74295,NA,"2010","1"
"225","LIMA",609332,0.88117,536925,408711,"CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA","MOVIMIENTO REGIONAL",97212,0.23785,"2010","1"
"226","LIMA",609332,0.88117,536925,408711,"PATRIA JOVEN","MOVIMIENTO REGIONAL",51857,0.12688,"2010","1"
"227","LIMA",609332,0.88117,536925,408711,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",50168,0.12275,"2010","1"
"228","LIMA",609332,0.88117,536925,408711,"FUERZA REGIONAL","MOVIMIENTO REGIONAL",40707,0.0996,"2010","1"
"229","LIMA",609332,0.88117,536925,408711,"PADIN - MOVIMIENTO INDEPENDIENTE REGIONAL","MOVIMIENTO REGIONAL",39469,0.09657,"2010","1"
"230","LIMA",609332,0.88117,536925,408711,"FUERZA 2011","PARTIDO POLÍTICO",37059,0.09067,"2010","1"
"231","LIMA",609332,0.88117,536925,408711,"COLECTIVO CIUDADANO CONFIANZA PERU","MOVIMIENTO REGIONAL",21154,0.05176,"2010","1"
"232","LIMA",609332,0.88117,536925,408711,"PERU POSIBLE","PARTIDO POLÍTICO",14957,0.0366,"2010","1"
"233","LIMA",609332,0.88117,536925,408711,"ACCION POPULAR","PARTIDO POLÍTICO",12047,0.02948,"2010","1"
"234","LIMA",609332,0.88117,536925,408711,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",11250,0.02753,"2010","1"
"235","LIMA",609332,0.88117,536925,408711,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",9335,0.02284,"2010","1"
"236","LIMA",609332,0.88117,536925,408711,"FONAVISTAS DEL PERU","PARTIDO POLÍTICO",8061,0.01972,"2010","1"
"237","LIMA",609332,0.88117,536925,408711,"UNION POR EL PERU","PARTIDO POLÍTICO",5666,0.01386,"2010","1"
"238","LIMA",609332,0.88117,536925,408711,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",3441,0.00842,"2010","1"
"239","LIMA",609332,0.88117,536925,408711,"MOVIMIENTO INDEPENDIENTE CAMBIO REGIONAL","MOVIMIENTO REGIONAL",3331,0.00815,"2010","1"
"240","LIMA",609332,0.88117,536925,408711,"INTEGRACION REGIONAL","MOVIMIENTO REGIONAL",2997,0.00733,"2010","1"
"241","LIMA",609332,0.88117,536925,408711,"VOTOS EN BLANCO",NA,69333,NA,"2010","1"
"242","LIMA",609332,0.88117,536925,408711,"VOTOS NULOS",NA,58881,NA,"2010","1"
"243","LORETO",531109,0.80729,428759,348954,"FUERZA LORETANA","MOVIMIENTO REGIONAL",110155,0.31567,"2010","1"
"244","LORETO",531109,0.80729,428759,348954,"MOVIMIENTO ESPERANZA REGION AMAZONICA","MOVIMIENTO REGIONAL",84135,0.24111,"2010","1"
"245","LORETO",531109,0.80729,428759,348954,"MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO","MOVIMIENTO REGIONAL",45962,0.13171,"2010","1"
"246","LORETO",531109,0.80729,428759,348954,"MOVIMIENTO INDEPENDIENTE INTEGRACION LORETANA","MOVIMIENTO REGIONAL",42879,0.12288,"2010","1"
"247","LORETO",531109,0.80729,428759,348954,"MOVIMIENTO POLITICO REGIONAL UNIPOL","MOVIMIENTO REGIONAL",19113,0.05477,"2010","1"
"248","LORETO",531109,0.80729,428759,348954,"LORETO RESTAURADO","MOVIMIENTO REGIONAL",16980,0.04866,"2010","1"
"249","LORETO",531109,0.80729,428759,348954,"ACCION POPULAR","PARTIDO POLÍTICO",15312,0.04388,"2010","1"
"250","LORETO",531109,0.80729,428759,348954,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",8148,0.02335,"2010","1"
"251","LORETO",531109,0.80729,428759,348954,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",4592,0.01316,"2010","1"
"252","LORETO",531109,0.80729,428759,348954,"FONAVISTAS DEL PERU","PARTIDO POLÍTICO",1678,0.00481,"2010","1"
"253","LORETO",531109,0.80729,428759,348954,"VOTOS EN BLANCO",NA,37222,NA,"2010","1"
"254","LORETO",531109,0.80729,428759,348954,"VOTOS NULOS",NA,42583,NA,"2010","1"
"255","MADRE DE DIOS",69555,0.83167,57847,47822,"BLOQUE POPULAR MADRE DE DIOS","MOVIMIENTO REGIONAL",11170,0.23357,"2010","1"
"256","MADRE DE DIOS",69555,0.83167,57847,47822,"MOVIMIENTO INDEPENDIENTE AMOR POR MADRE DE DIOS","MOVIMIENTO REGIONAL",9667,0.20215,"2010","1"
"257","MADRE DE DIOS",69555,0.83167,57847,47822,"MOVIMIENTO INDEPENDIENTE OBRAS SIEMPRE OBRAS","MOVIMIENTO REGIONAL",7602,0.15896,"2010","1"
"258","MADRE DE DIOS",69555,0.83167,57847,47822,"PERU POSIBLE","PARTIDO POLÍTICO",7481,0.15643,"2010","1"
"259","MADRE DE DIOS",69555,0.83167,57847,47822,"GRAN ALIANZA NACIONALISTA DE MADRE DE DIOS","ALIANZA ELECTORAL",5973,0.1249,"2010","1"
"260","MADRE DE DIOS",69555,0.83167,57847,47822,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",1627,0.03402,"2010","1"
"261","MADRE DE DIOS",69555,0.83167,57847,47822,"MOVIMIENTO PRODUCTIVO REGIONAL","MOVIMIENTO REGIONAL",1348,0.02819,"2010","1"
"262","MADRE DE DIOS",69555,0.83167,57847,47822,"VOLUNTAD INDEPENDIENTE DE DESARROLLO AMAZONICO","MOVIMIENTO REGIONAL",1057,0.0221,"2010","1"
"263","MADRE DE DIOS",69555,0.83167,57847,47822,"PARTICIPACION POPULAR","PARTIDO POLÍTICO",825,0.01725,"2010","1"
"264","MADRE DE DIOS",69555,0.83167,57847,47822,"MOVIMIENTO REGIONAL PUEBLO UNIDO DE MADRE DE DIOS","MOVIMIENTO REGIONAL",786,0.01644,"2010","1"
"265","MADRE DE DIOS",69555,0.83167,57847,47822,"MOVIMIENTO ETNOCACERISTA REGIONAL DE MADRE DE DIOS","MOVIMIENTO REGIONAL",286,0.00598,"2010","1"
"266","MADRE DE DIOS",69555,0.83167,57847,47822,"VOTOS EN BLANCO",NA,5789,NA,"2010","1"
"267","MADRE DE DIOS",69555,0.83167,57847,47822,"VOTOS NULOS",NA,4236,NA,"2010","1"
"268","MOQUEGUA",120526,0.89333,107670,91800,"INTEGRACION REGIONAL POR TI","MOVIMIENTO REGIONAL",35388,0.38549,"2010","1"
"269","MOQUEGUA",120526,0.89333,107670,91800,"FRENTE DE INTEGRACION REGIONAL MOQUEGUA EMPRENDEDORA FIRME","MOVIMIENTO REGIONAL",25719,0.28016,"2010","1"
"270","MOQUEGUA",120526,0.89333,107670,91800,"SOMOS INDEPENDIENTES","MOVIMIENTO REGIONAL",18704,0.20375,"2010","1"
"271","MOQUEGUA",120526,0.89333,107670,91800,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",5647,0.06151,"2010","1"
"272","MOQUEGUA",120526,0.89333,107670,91800,"MOVIMIENTO LISTA DE INTEGRACION PARA EL DESARROLLO REGIONAL","MOVIMIENTO REGIONAL",3149,0.0343,"2010","1"
"273","MOQUEGUA",120526,0.89333,107670,91800,"FONAVISTAS DEL PERU","PARTIDO POLÍTICO",1129,0.0123,"2010","1"
"274","MOQUEGUA",120526,0.89333,107670,91800,"ACCION POPULAR","PARTIDO POLÍTICO",1046,0.01139,"2010","1"
"275","MOQUEGUA",120526,0.89333,107670,91800,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",1018,0.01109,"2010","1"
"276","MOQUEGUA",120526,0.89333,107670,91800,"VOTOS EN BLANCO",NA,11614,NA,"2010","1"
"277","MOQUEGUA",120526,0.89333,107670,91800,"VOTOS NULOS",NA,4256,NA,"2010","1"
"278","PASCO",164147,0.83017,136270,110032,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",32249,0.29309,"2010","1"
"279","PASCO",164147,0.83017,136270,110032,"ALIANZA REGIONAL TODOS POR PASCO","ALIANZA ELECTORAL",31740,0.28846,"2010","1"
"280","PASCO",164147,0.83017,136270,110032,"CONCERTACION EN LA REGION","MOVIMIENTO REGIONAL",16021,0.1456,"2010","1"
"281","PASCO",164147,0.83017,136270,110032,"FUERZA 2011","PARTIDO POLÍTICO",13476,0.12247,"2010","1"
"282","PASCO",164147,0.83017,136270,110032,"ALIANZA PERU POSIBLE","ALIANZA ELECTORAL",8476,0.07703,"2010","1"
"283","PASCO",164147,0.83017,136270,110032,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",3705,0.03367,"2010","1"
"284","PASCO",164147,0.83017,136270,110032,"BLOQUE POPULAR PASCO","MOVIMIENTO REGIONAL",3093,0.02811,"2010","1"
"285","PASCO",164147,0.83017,136270,110032,"MOVIMIENTO PASCO DESARROLLO","MOVIMIENTO REGIONAL",1272,0.01156,"2010","1"
"286","PASCO",164147,0.83017,136270,110032,"VOTOS EN BLANCO",NA,15170,NA,"2010","1"
"287","PASCO",164147,0.83017,136270,110032,"VOTOS NULOS",NA,11068,NA,"2010","1"
"288","PIURA",1086489,0.87392,949505,687873,"UNIDOS CONSTRUYENDO","ALIANZA ELECTORAL",319790,0.4649,"2010","1"
"289","PIURA",1086489,0.87392,949505,687873,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",104870,0.15246,"2010","1"
"290","PIURA",1086489,0.87392,949505,687873,"MOVIMIENTO REGIONAL OBRAS + OBRAS","MOVIMIENTO REGIONAL",67115,0.09757,"2010","1"
"291","PIURA",1086489,0.87392,949505,687873,"UNIDAD REGIONAL","ALIANZA ELECTORAL",47876,0.0696,"2010","1"
"292","PIURA",1086489,0.87392,949505,687873,"MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL","MOVIMIENTO REGIONAL",47231,0.06866,"2010","1"
"293","PIURA",1086489,0.87392,949505,687873,"FUERZA 2011","PARTIDO POLÍTICO",23520,0.03419,"2010","1"
"294","PIURA",1086489,0.87392,949505,687873,"ACCION POPULAR","PARTIDO POLÍTICO",20650,0.03002,"2010","1"
"295","PIURA",1086489,0.87392,949505,687873,"MOVIMIENTO DE DESARROLLO LOCAL","MOVIMIENTO REGIONAL",18804,0.02734,"2010","1"
"296","PIURA",1086489,0.87392,949505,687873,"PERU POSIBLE","PARTIDO POLÍTICO",16925,0.0246,"2010","1"
"297","PIURA",1086489,0.87392,949505,687873,"MOVIMIENTO SOCIALISTA DEL PERU","MOVIMIENTO REGIONAL",7203,0.01047,"2010","1"
"298","PIURA",1086489,0.87392,949505,687873,"FONAVISTAS DEL PERU","PARTIDO POLÍTICO",5725,0.00832,"2010","1"
"299","PIURA",1086489,0.87392,949505,687873,"SENTIMIENTO PIURANO","MOVIMIENTO REGIONAL",4828,0.00702,"2010","1"
"300","PIURA",1086489,0.87392,949505,687873,"PIURA EMPRENDEDOR","MOVIMIENTO REGIONAL",3336,0.00485,"2010","1"
"301","PIURA",1086489,0.87392,949505,687873,"VOTOS EN BLANCO",NA,169300,NA,"2010","1"
"302","PIURA",1086489,0.87392,949505,687873,"VOTOS NULOS",NA,92332,NA,"2010","1"
"303","PUNO",772075,0.89208,688749,492428,"REFORMA REGIONAL ANDINA INTEGRACION, PARTICIPACION ECONOMICA Y SOCIAL PUNO","MOVIMIENTO REGIONAL",114912,0.23336,"2010","1"
"304","PUNO",772075,0.89208,688749,492428,"PROYECTO POLITICO AQUI","MOVIMIENTO REGIONAL",74850,0.152,"2010","1"
"305","PUNO",772075,0.89208,688749,492428,"GRAN ALIANZA NACIONALISTA - POPULAR - PODER DEMOCRATICO REGIONAL","ALIANZA ELECTORAL",65388,0.13279,"2010","1"
"306","PUNO",772075,0.89208,688749,492428,"MORAL Y DESARROLLO","MOVIMIENTO REGIONAL",29532,0.05997,"2010","1"
"307","PUNO",772075,0.89208,688749,492428,"FRENTE AMPLIO DE PUNO","MOVIMIENTO REGIONAL",25662,0.05211,"2010","1"
"308","PUNO",772075,0.89208,688749,492428,"MOVIMIENTO ANDINO SOCIALISTA","MOVIMIENTO REGIONAL",25082,0.05094,"2010","1"
"309","PUNO",772075,0.89208,688749,492428,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",21361,0.04338,"2010","1"
"310","PUNO",772075,0.89208,688749,492428,"FRENTE AMPLIO PARA EL DESARROLLO DEL PUEBLO","MOVIMIENTO REGIONAL",21087,0.04282,"2010","1"
"311","PUNO",772075,0.89208,688749,492428,"SI TRABAJA","MOVIMIENTO REGIONAL",15265,0.031,"2010","1"
"312","PUNO",772075,0.89208,688749,492428,"UNION POR EL PERU","PARTIDO POLÍTICO",12979,0.02636,"2010","1"
"313","PUNO",772075,0.89208,688749,492428,"MOVIMIENTO AGRARIO PUNEÑO","MOVIMIENTO REGIONAL",12687,0.02576,"2010","1"
"314","PUNO",772075,0.89208,688749,492428,"ACCION POPULAR","PARTIDO POLÍTICO",11932,0.02423,"2010","1"
"315","PUNO",772075,0.89208,688749,492428,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",11423,0.0232,"2010","1"
"316","PUNO",772075,0.89208,688749,492428,"MOVIMIENTO INDEPENDIENTE UNION Y CAMBIO","MOVIMIENTO REGIONAL",10962,0.02226,"2010","1"
"317","PUNO",772075,0.89208,688749,492428,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",9638,0.01957,"2010","1"
"318","PUNO",772075,0.89208,688749,492428,"MOVIMIENTO POLITICO CONSTRUYENDO POR LA REGION SUR","MOVIMIENTO REGIONAL",8354,0.01696,"2010","1"
"319","PUNO",772075,0.89208,688749,492428,"MOVIMIENTO NUEVA IZQUIERDA","PARTIDO POLÍTICO",7377,0.01498,"2010","1"
"320","PUNO",772075,0.89208,688749,492428,"FONAVISTAS DEL PERU","PARTIDO POLÍTICO",4595,0.00933,"2010","1"
"321","PUNO",772075,0.89208,688749,492428,"FUERZA NACIONAL","PARTIDO POLÍTICO",3701,0.00752,"2010","1"
"322","PUNO",772075,0.89208,688749,492428,"MOVIMIENTO REGIONAL DE INTEGRACION ANDINA","MOVIMIENTO REGIONAL",3494,0.0071,"2010","1"
"323","PUNO",772075,0.89208,688749,492428,"DESPERTAR NACIONAL","PARTIDO POLÍTICO",2147,0.00436,"2010","1"
"324","PUNO",772075,0.89208,688749,492428,"VOTOS EN BLANCO",NA,109697,NA,"2010","1"
"325","PUNO",772075,0.89208,688749,492428,"VOTOS NULOS",NA,86624,NA,"2010","1"
"326","SAN MARTIN",456355,0.84593,386045,275515,"NUEVA AMAZONIA","MOVIMIENTO REGIONAL",120393,0.43697,"2010","1"
"327","SAN MARTIN",456355,0.84593,386045,275515,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",82902,0.3009,"2010","1"
"328","SAN MARTIN",456355,0.84593,386045,275515,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",38148,0.13846,"2010","1"
"329","SAN MARTIN",456355,0.84593,386045,275515,"ACCION REGIONAL","MOVIMIENTO REGIONAL",19152,0.06951,"2010","1"
"330","SAN MARTIN",456355,0.84593,386045,275515,"FONAVISTAS DEL PERU","PARTIDO POLÍTICO",9221,0.03347,"2010","1"
"331","SAN MARTIN",456355,0.84593,386045,275515,"PARTIDO POPULAR CRISTIANO - PPC - UNIDAD NACIONAL","PARTIDO POLÍTICO",5699,0.02068,"2010","1"
"332","SAN MARTIN",456355,0.84593,386045,275515,"VOTOS EN BLANCO",NA,69870,NA,"2010","1"
"333","SAN MARTIN",456355,0.84593,386045,275515,"VOTOS NULOS",NA,40660,NA,"2010","1"
"334","TACNA",213298,0.89725,191382,159364,"ACCION POPULAR","PARTIDO POLÍTICO",50636,0.31774,"2010","1"
"335","TACNA",213298,0.89725,191382,159364,"BANDERAS TACNEÑISTAS","MOVIMIENTO REGIONAL",32664,0.20496,"2010","1"
"336","TACNA",213298,0.89725,191382,159364,"FRENTE REGIONAL UNIDOS POR TACNA","MOVIMIENTO REGIONAL",14123,0.08862,"2010","1"
"337","TACNA",213298,0.89725,191382,159364,"RECUPEREMOS TACNA","MOVIMIENTO REGIONAL",12528,0.07861,"2010","1"
"338","TACNA",213298,0.89725,191382,159364,"POR EL AVANCE DEL SUR","MOVIMIENTO REGIONAL",12021,0.07543,"2010","1"
"339","TACNA",213298,0.89725,191382,159364,"FONAVISTAS DEL PERU","PARTIDO POLÍTICO",8443,0.05298,"2010","1"
"340","TACNA",213298,0.89725,191382,159364,"FUERZA NACIONAL","PARTIDO POLÍTICO",6446,0.04045,"2010","1"
"341","TACNA",213298,0.89725,191382,159364,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",5668,0.03557,"2010","1"
"342","TACNA",213298,0.89725,191382,159364,"TAKANA NACIONALISTA","MOVIMIENTO REGIONAL",3899,0.02447,"2010","1"
"343","TACNA",213298,0.89725,191382,159364,"CONTIGO TACNA","MOVIMIENTO REGIONAL",2892,0.01815,"2010","1"
"344","TACNA",213298,0.89725,191382,159364,"MANOS A LA OBRA POR TACNA","MOVIMIENTO REGIONAL",2663,0.01671,"2010","1"
"345","TACNA",213298,0.89725,191382,159364,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",2420,0.01519,"2010","1"
"346","TACNA",213298,0.89725,191382,159364,"MOVIMIENTO POLITICO REGIONAL EL AGUA","MOVIMIENTO REGIONAL",1884,0.01182,"2010","1"
"347","TACNA",213298,0.89725,191382,159364,"MOVIMIENTO REGIONAL PROYECTO TACNA","MOVIMIENTO REGIONAL",1265,0.00794,"2010","1"
"348","TACNA",213298,0.89725,191382,159364,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",1173,0.00736,"2010","1"
"349","TACNA",213298,0.89725,191382,159364,"DESPERTAR NACIONAL","PARTIDO POLÍTICO",639,0.00401,"2010","1"
"350","TACNA",213298,0.89725,191382,159364,"VOTOS EN BLANCO",NA,20404,NA,"2010","1"
"351","TACNA",213298,0.89725,191382,159364,"VOTOS NULOS",NA,11614,NA,"2010","1"
"352","TUMBES",135663,0.87131,118205,95422,"MOVIMIENTO INDEPENDIENTE REGIONAL FAENA","MOVIMIENTO REGIONAL",17674,0.18522,"2010","1"
"353","TUMBES",135663,0.87131,118205,95422,"LUCHEMOS POR TUMBES","MOVIMIENTO REGIONAL",15326,0.16061,"2010","1"
"354","TUMBES",135663,0.87131,118205,95422,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",14782,0.15491,"2010","1"
"355","TUMBES",135663,0.87131,118205,95422,"FONAVISTAS DEL PERU","PARTIDO POLÍTICO",13407,0.1405,"2010","1"
"356","TUMBES",135663,0.87131,118205,95422,"RECONSTRUCCION CON OBRAS MAS OBRAS PARA UN TUMBES BELLO","MOVIMIENTO REGIONAL",12494,0.13093,"2010","1"
"357","TUMBES",135663,0.87131,118205,95422,"ACCION POPULAR","PARTIDO POLÍTICO",5708,0.05982,"2010","1"
"358","TUMBES",135663,0.87131,118205,95422,"FUERZA TUMBESINA 2010","MOVIMIENTO REGIONAL",4524,0.04741,"2010","1"
"359","TUMBES",135663,0.87131,118205,95422,"PARTIDO NACIONALISTA PERUANO","PARTIDO POLÍTICO",3308,0.03467,"2010","1"
"360","TUMBES",135663,0.87131,118205,95422,"HACIA UN TUMBES DIFERENTE","MOVIMIENTO REGIONAL",2737,0.02868,"2010","1"
"361","TUMBES",135663,0.87131,118205,95422,"TUMBES RENACE","MOVIMIENTO REGIONAL",2033,0.02131,"2010","1"
"362","TUMBES",135663,0.87131,118205,95422,"TODOS POR TUMBES","MOVIMIENTO REGIONAL",1363,0.01428,"2010","1"
"363","TUMBES",135663,0.87131,118205,95422,"PERU POSIBLE","PARTIDO POLÍTICO",1327,0.01391,"2010","1"
"364","TUMBES",135663,0.87131,118205,95422,"SIEMPRE UNIDOS","PARTIDO POLÍTICO",739,0.00774,"2010","1"
"365","TUMBES",135663,0.87131,118205,95422,"VOTOS EN BLANCO",NA,13578,NA,"2010","1"
"366","TUMBES",135663,0.87131,118205,95422,"VOTOS NULOS",NA,9205,NA,"2010","1"
"367","CALLAO",640954,0.8703,557824,461808,"MOVIMIENTO INDEPENDIENTE CHIMPUM CALLAO","MOVIMIENTO REGIONAL",229768,0.49754,"2010","1"
"368","CALLAO",640954,0.8703,557824,461808,"MAR CALLAO","ALIANZA ELECTORAL",142685,0.30897,"2010","1"
"369","CALLAO",640954,0.8703,557824,461808,"MI CALLAO","MOVIMIENTO REGIONAL",34487,0.07468,"2010","1"
"370","CALLAO",640954,0.8703,557824,461808,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",17132,0.0371,"2010","1"
"371","CALLAO",640954,0.8703,557824,461808,"PERU POSIBLE","PARTIDO POLÍTICO",11912,0.02579,"2010","1"
"372","CALLAO",640954,0.8703,557824,461808,"FONAVISTAS DEL PERU","PARTIDO POLÍTICO",11566,0.02505,"2010","1"
"373","CALLAO",640954,0.8703,557824,461808,"NUEVO CALLAO","MOVIMIENTO REGIONAL",11469,0.02483,"2010","1"
"374","CALLAO",640954,0.8703,557824,461808,"CONTIGO CALLAO","MOVIMIENTO REGIONAL",2789,0.00604,"2010","1"
"375","CALLAO",640954,0.8703,557824,461808,"VOTOS EN BLANCO",NA,49622,NA,"2010","1"
"376","CALLAO",640954,0.8703,557824,461808,"VOTOS NULOS",NA,46394,NA,"2010","1"
"377","UCAYALI",262582,0.80764,212073,171464,"INTEGRANDO UCAYALI","MOVIMIENTO REGIONAL",59907,0.34939,"2010","1"
"378","UCAYALI",262582,0.80764,212073,171464,"TODOS SOMOS UCAYALI","MOVIMIENTO REGIONAL",58323,0.34015,"2010","1"
"379","UCAYALI",262582,0.80764,212073,171464,"UCAYALI REGION CON FUTURO","MOVIMIENTO REGIONAL",24109,0.14061,"2010","1"
"380","UCAYALI",262582,0.80764,212073,171464,"COMPROMISO UCAYALINO","ALIANZA ELECTORAL",17158,0.10007,"2010","1"
"381","UCAYALI",262582,0.80764,212073,171464,"FUERZA 2011","PARTIDO POLÍTICO",6242,0.0364,"2010","1"
"382","UCAYALI",262582,0.80764,212073,171464,"MOVIMIENTO DE INTEGRACION INDIGENA Y CAMPESINO","MOVIMIENTO REGIONAL",3212,0.01873,"2010","1"
"383","UCAYALI",262582,0.80764,212073,171464,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",2513,0.01466,"2010","1"
"384","UCAYALI",262582,0.80764,212073,171464,"VOTOS EN BLANCO",NA,20444,NA,"2010","1"
"385","UCAYALI",262582,0.80764,212073,171464,"VOTOS NULOS",NA,20165,NA,"2010","1"
"386","ANCASH",817621,0.73409,600204,501772,"MOVIMIENTO INDEPENDIENTE REGIONAL PURO ANCASH","MOVIMIENTO REGIONAL",328443,0.65457,"2014","2"
"387","ANCASH",817621,0.73409,600204,501772,"MOVIMIENTO REGIONAL ANDE - MAR","MOVIMIENTO REGIONAL",173329,0.34543,"2014","2"
"388","ANCASH",817621,0.73409,600204,501772,"VOTOS EN BLANCO",NA,10220,NA,"2014","2"
"389","ANCASH",817621,0.73409,600204,501772,"VOTOS NULOS",NA,88212,NA,"2014","2"
